"Gemeindenamen","BFS-Nr.","Listen-Nr.","Liste","Wahlkreis-Nr.","Wahlkreis","Stimmen","Stimmenanteil","+/- (Stimmenanteil)","Stimmenzusatz","Wähler","Wähleranteil","+/- (Wähleranteil)","Stimmenanteil 2015","Wähleranteil 2015"
"Russikon","178","8","AL","13","Wahlkreis XIII, Pfäffikon","54","0.69","-0.21","0","8","0.69","-0.21","0.91","0.91"
"Russikon","178","9","BDP","13","Wahlkreis XIII, Pfäffikon","140","1.8","-1.32","3","20","1.8","-1.32","3.13","3.13"
"Russikon","178","10","EDU","13","Wahlkreis XIII, Pfäffikon","279","3.59","-0.95","0","40","3.59","-0.95","4.53","4.53"
"Rümlang","97","1","SVP","18","Wahlkreis XVIII, Dielsdorf","4468","36.69","-9.23","27","406","36.69","-9.23","45.92","45.92"
"Rümlang","97","2","SP","18","Wahlkreis XVIII, Dielsdorf","2401","19.72","0.32","34","218","19.72","0.32","19.4","19.4"
"Rümlang","97","3","FDP","18","Wahlkreis XVIII, Dielsdorf","1380","11.33","0.84","18","125","11.33","0.84","10.49","10.49"
"Rümlang","97","4","GLP","18","Wahlkreis XVIII, Dielsdorf","1080","8.87","3.49","28","98","8.87","3.49","5.38","5.38"
"Rümlang","97","5","Grüne","18","Wahlkreis XVIII, Dielsdorf","1018","8.36","3.27","9","93","8.36","3.27","5.09","5.09"
"Rümlang","97","6","CVP","18","Wahlkreis XVIII, Dielsdorf","164","1.35","-0.35","2","15","1.35","-0.35","1.69","1.69"
"Rümlang","97","7","EVP","18","Wahlkreis XVIII, Dielsdorf","495","4.07","1.1","14","45","4.07","1.1","2.97","2.97"
"Rümlang","97","8","AL","18","Wahlkreis XVIII, Dielsdorf","60","0.49","-0.21","0","5","0.49","-0.21","0.71","0.71"
"Rümlang","97","9","BDP","18","Wahlkreis XVIII, Dielsdorf","325","2.67","0.41","2","30","2.67","0.41","2.26","2.26"
"Rümlang","97","10","EDU","18","Wahlkreis XVIII, Dielsdorf","786","6.45","0.91","0","71","6.45","0.91","5.54","5.54"
"Rüschlikon","139","1","SVP","9","Wahlkreis IX, Horgen","3822","21.74","-3.81","53","255","21.74","-3.81","25.55","25.55"
"Rüschlikon","139","2","SP","9","Wahlkreis IX, Horgen","1834","10.43","-1.11","12","122","10.43","-1.11","11.54","11.54"
"Rüschlikon","139","3","FDP","9","Wahlkreis IX, Horgen","5583","31.76","-1.53","128","372","31.76","-1.53","33.28","33.28"
"Rüschlikon","139","4","GLP","9","Wahlkreis IX, Horgen","2552","14.52","5.57","22","170","14.52","5.57","8.94","8.94"
"Rüschlikon","139","5","Grüne","9","Wahlkreis IX, Horgen","1641","9.33","3.59","21","109","9.33","3.59","5.74","5.74"
"Rüschlikon","139","6","CVP","9","Wahlkreis IX, Horgen","1174","6.68","-1.48","47","78","6.68","-1.48","8.16","8.16"
"Rüschlikon","139","7","EVP","9","Wahlkreis IX, Horgen","584","3.32","0.93","14","39","3.32","0.93","2.39","2.39"
"Rüschlikon","139","8","AL","9","Wahlkreis IX, Horgen","169","0.96","-0.16","2","11","0.96","-0.16","1.12","1.12"
"Rüschlikon","139","9","BDP","9","Wahlkreis IX, Horgen","138","0.78","-1.3","2","9","0.78","-1.3","2.09","2.09"
"Rüschlikon","139","10","EDU","9","Wahlkreis IX, Horgen","83","0.47","-0.45","0","6","0.47","-0.45","0.92","0.92"
"Rüti","118","1","SVP","11","Wahlkreis XI, Hinwil","5919","24.12","-3.93","73","538","24.12","-3.93","28.05","28.05"
"Rüti","118","2","SP","11","Wahlkreis XI, Hinwil","3574","14.56","-0.26","10","325","14.56","-0.26","14.83","14.83"
"Rüti","118","3","FDP","11","Wahlkreis XI, Hinwil","2677","10.91","-1.74","42","243","10.91","-1.74","12.64","12.64"
"Rüti","118","4","GLP","11","Wahlkreis XI, Hinwil","2637","10.75","3.17","45","240","10.75","3.17","7.58","7.58"
"Rüti","118","5","Grüne","11","Wahlkreis XI, Hinwil","2425","9.88","4.11","24","220","9.88","4.11","5.77","5.77"
"Rüti","118","6","CVP","11","Wahlkreis XI, Hinwil","3187","12.99","0.16","129","290","12.99","0.16","12.83","12.83"
"Rüti","118","7","EVP","11","Wahlkreis XI, Hinwil","1698","6.92","0.31","11","154","6.92","0.31","6.61","6.61"
"Rüti","118","8","AL","11","Wahlkreis XI, Hinwil","294","1.2","0.16","1","27","1.2","0.16","1.03","1.03"
"Rüti","118","9","BDP","11","Wahlkreis XI, Hinwil","318","1.3","-2.03","0","29","1.3","-2.03","3.32","3.32"
"Rüti","118","10","EDU","11","Wahlkreis XI, Hinwil","1812","7.38","0.04","14","165","7.38","0.04","7.35","7.35"
"Schlatt","226","1","SVP","15","Wahlkreis XV, Winterthur-Land","479","36.4","-12.38","25","68","36.4","-12.38","48.78","48.78"
"Schlatt","226","2","SP","15","Wahlkreis XV, Winterthur-Land","170","12.92","1.87","0","24","12.92","1.87","11.05","11.05"
"Schlatt","226","3","FDP","15","Wahlkreis XV, Winterthur-Land","87","6.61","-0.81","6","12","6.61","-0.81","7.42","7.42"
"Schlatt","226","4","GLP","15","Wahlkreis XV, Winterthur-Land","102","7.75","0.57","3","15","7.75","0.57","7.18","7.18"
"Schlatt","226","5","Grüne","15","Wahlkreis XV, Winterthur-Land","215","16.34","10.65","0","31","16.34","10.65","5.68","5.68"
"Schlatt","226","6","CVP","15","Wahlkreis XV, Winterthur-Land","7","0.53","0.53","0","1","0.53","0.53","0","0"
"Schlatt","226","7","EVP","15","Wahlkreis XV, Winterthur-Land","138","10.49","3.62","3","20","10.49","3.62","6.87","6.87"
"Schlatt","226","8","AL","15","Wahlkreis XV, Winterthur-Land","23","1.75","0.64","0","3","1.75","0.64","1.1","1.1"
"Schlatt","226","9","BDP","15","Wahlkreis XV, Winterthur-Land","32","2.43","0.3","3","5","2.43","0.3","2.13","2.13"
"Schlatt","226","10","EDU","15","Wahlkreis XV, Winterthur-Land","63","4.79","-4.84","0","9","4.79","-4.84","9.63","9.63"
"Schleinikon","98","1","SVP","18","Wahlkreis XVIII, Dielsdorf","674","34.62","-3.65","12","61","34.62","-3.65","38.27","38.27"
"Schleinikon","98","2","SP","18","Wahlkreis XVIII, Dielsdorf","265","13.61","-2.51","4","24","13.61","-2.51","16.12","16.12"
"Schleinikon","98","3","FDP","18","Wahlkreis XVIII, Dielsdorf","228","11.71","1.41","0","21","11.71","1.41","10.3","10.3"
"Schleinikon","98","4","GLP","18","Wahlkreis XVIII, Dielsdorf","235","12.07","2.38","12","21","12.07","2.38","9.69","9.69"
"Schleinikon","98","5","Grüne","18","Wahlkreis XVIII, Dielsdorf","347","17.82","7.22","0","32","17.82","7.22","10.6","10.6"
"Schleinikon","98","6","CVP","18","Wahlkreis XVIII, Dielsdorf","55","2.82","1.32","0","5","2.82","1.32","1.51","1.51"
"Schleinikon","98","7","EVP","18","Wahlkreis XVIII, Dielsdorf","44","2.26","-0.95","0","4","2.26","-0.95","3.21","3.21"
"Schleinikon","98","8","AL","18","Wahlkreis XVIII, Dielsdorf","1","0.05","0","0","0","0.05","0","0.05","0.05"
"Schleinikon","98","9","BDP","18","Wahlkreis XVIII, Dielsdorf","11","0.56","-1.49","0","1","0.56","-1.49","2.06","2.06"
"Schleinikon","98","10","EDU","18","Wahlkreis XVIII, Dielsdorf","87","4.47","-3.57","0","8","4.47","-3.57","8.04","8.04"
"Schlieren","247","1","SVP","7","Wahlkreis VII, Dietikon","4833","24.41","-5.98","131","439","24.41","-5.98","30.39","30.39"
"Schlieren","247","2","SP","7","Wahlkreis VII, Dietikon","5195","26.24","2.7","369","472","26.24","2.7","23.54","23.54"
"Schlieren","247","3","FDP","7","Wahlkreis VII, Dietikon","2664","13.45","-3.56","50","242","13.45","-3.56","17.01","17.01"
"Schlieren","247","4","GLP","7","Wahlkreis VII, Dietikon","2871","14.5","8.08","76","261","14.5","8.08","6.42","6.42"
"Schlieren","247","5","Grüne","7","Wahlkreis VII, Dietikon","1368","6.91","2.51","7","124","6.91","2.51","4.4","4.4"
"Schlieren","247","6","CVP","7","Wahlkreis VII, Dietikon","1527","7.71","-2.08","35","139","7.71","-2.08","9.79","9.79"
"Schlieren","247","7","EVP","7","Wahlkreis VII, Dietikon","595","3.01","-1.53","12","54","3.01","-1.53","4.54","4.54"
"Schlieren","247","8","AL","7","Wahlkreis VII, Dietikon","271","1.37","0.33","0","25","1.37","0.33","1.04","1.04"
"Schlieren","247","9","BDP","7","Wahlkreis VII, Dietikon","167","0.84","-0.05","0","15","0.84","-0.05","0.89","0.89"
"Schlieren","247","10","EDU","7","Wahlkreis VII, Dietikon","309","1.56","0.51","23","28","1.56","0.51","1.05","1.05"
"Schwerzenbach","197","1","SVP","12","Wahlkreis XII, Uster","3737","24.72","-2.25","187","234","24.72","-2.25","26.97","26.97"
"Schwerzenbach","197","2","SP","12","Wahlkreis XII, Uster","2394","15.83","-1.39","24","150","15.83","-1.39","17.22","17.22"
"Schwerzenbach","197","3","FDP","12","Wahlkreis XII, Uster","2273","15.03","-2.59","29","142","15.03","-2.59","17.62","17.62"
"Schwerzenbach","197","4","GLP","12","Wahlkreis XII, Uster","2620","17.33","4.92","35","164","17.33","4.92","12.41","12.41"
"Schwerzenbach","197","5","Grüne","12","Wahlkreis XII, Uster","1500","9.92","3.05","33","94","9.92","3.05","6.87","6.87"
"Schwerzenbach","197","6","CVP","12","Wahlkreis XII, Uster","729","4.82","-1.04","27","46","4.82","-1.04","5.87","5.87"
"Schwerzenbach","197","7","EVP","12","Wahlkreis XII, Uster","714","4.72","1.35","1","45","4.72","1.35","3.37","3.37"
"Schwerzenbach","197","8","AL","12","Wahlkreis XII, Uster","251","1.66","1.07","10","16","1.66","1.07","0.59","0.59"
"Schwerzenbach","197","9","BDP","12","Wahlkreis XII, Uster","755","4.99","-1.08","3","47","4.99","-1.08","6.07","6.07"
"Schwerzenbach","197","10","EDU","12","Wahlkreis XII, Uster","147","0.97","-0.83","0","9","0.97","-0.83","1.81","1.81"
"Schöfflisdorf","99","1","SVP","18","Wahlkreis XVIII, Dielsdorf","1250","31.65","-5.58","7","114","31.65","-5.58","37.23","37.23"
"Schöfflisdorf","99","2","SP","18","Wahlkreis XVIII, Dielsdorf","420","10.64","-0.14","10","38","10.64","-0.14","10.78","10.78"
"Schöfflisdorf","99","3","FDP","18","Wahlkreis XVIII, Dielsdorf","531","13.45","-3.19","13","48","13.45","-3.19","16.64","16.64"
"Schöfflisdorf","99","4","GLP","18","Wahlkreis XVIII, Dielsdorf","590","14.94","7.44","0","54","14.94","7.44","7.5","7.5"
"Schöfflisdorf","99","5","Grüne","18","Wahlkreis XVIII, Dielsdorf","488","12.36","5.34","11","44","12.36","5.34","7.02","7.02"
"Schöfflisdorf","99","6","CVP","18","Wahlkreis XVIII, Dielsdorf","137","3.47","0.12","0","12","3.47","0.12","3.35","3.35"
"Schöfflisdorf","99","7","EVP","18","Wahlkreis XVIII, Dielsdorf","94","2.38","-0.54","0","9","2.38","-0.54","2.92","2.92"
"Schöfflisdorf","99","8","AL","18","Wahlkreis XVIII, Dielsdorf","17","0.43","-0.46","0","2","0.43","-0.46","0.89","0.89"
"Schöfflisdorf","99","9","BDP","18","Wahlkreis XVIII, Dielsdorf","36","0.91","0.28","0","3","0.91","0.28","0.63","0.63"
"Schöfflisdorf","99","10","EDU","18","Wahlkreis XVIII, Dielsdorf","386","9.77","-1.63","14","35","9.77","-1.63","11.41","11.41"
"Seegräben","119","1","SVP","11","Wahlkreis XI, Hinwil","1563","33.28","-2.86","25","142","33.28","-2.86","36.14","36.14"
"Seegräben","119","2","SP","11","Wahlkreis XI, Hinwil","479","10.2","-2.52","0","44","10.2","-2.52","12.72","12.72"
"Seegräben","119","3","FDP","11","Wahlkreis XI, Hinwil","881","18.76","2.75","45","80","18.76","2.75","16","16"
"Seegräben","119","4","GLP","11","Wahlkreis XI, Hinwil","524","11.16","3.05","21","48","11.16","3.05","8.11","8.11"
"Seegräben","119","5","Grüne","11","Wahlkreis XI, Hinwil","684","14.56","5.5","1","62","14.56","5.5","9.06","9.06"
"Seegräben","119","6","CVP","11","Wahlkreis XI, Hinwil","97","2.07","-0.06","0","9","2.07","-0.06","2.12","2.12"
"Seegräben","119","7","EVP","11","Wahlkreis XI, Hinwil","236","5.02","-1.41","0","21","5.02","-1.41","6.44","6.44"
"Seegräben","119","8","AL","11","Wahlkreis XI, Hinwil","64","1.36","-1.51","1","6","1.36","-1.51","2.88","2.88"
"Seegräben","119","9","BDP","11","Wahlkreis XI, Hinwil","87","1.85","-1.18","0","8","1.85","-1.18","3.04","3.04"
"Seegräben","119","10","EDU","11","Wahlkreis XI, Hinwil","82","1.75","-1.75","0","7","1.75","-1.75","3.49","3.49"
"Seuzach","227","1","SVP","15","Wahlkreis XV, Winterthur-Land","4404","34.95","-5.84","81","629","34.95","-5.84","40.79","40.79"
"Seuzach","227","2","SP","15","Wahlkreis XV, Winterthur-Land","1278","10.14","-0.78","14","183","10.14","-0.78","10.92","10.92"
"Seuzach","227","3","FDP","15","Wahlkreis XV, Winterthur-Land","2018","16.02","-5.31","36","288","16.02","-5.31","21.33","21.33"
"Seuzach","227","4","GLP","15","Wahlkreis XV, Winterthur-Land","1603","12.72","6.54","13","229","12.72","6.54","6.18","6.18"
"Seuzach","227","5","Grüne","15","Wahlkreis XV, Winterthur-Land","1042","8.27","4.8","10","149","8.27","4.8","3.47","3.47"
"Seuzach","227","6","CVP","15","Wahlkreis XV, Winterthur-Land","471","3.74","-0.1","10","67","3.74","-0.1","3.84","3.84"
"Seuzach","227","7","EVP","15","Wahlkreis XV, Winterthur-Land","1236","9.81","2.42","19","177","9.81","2.42","7.39","7.39"
"Seuzach","227","8","AL","15","Wahlkreis XV, Winterthur-Land","63","0.5","-0.07","0","9","0.5","-0.07","0.57","0.57"
"Seuzach","227","9","BDP","15","Wahlkreis XV, Winterthur-Land","138","1.1","-1.58","0","20","1.1","-1.58","2.68","2.68"
"Seuzach","227","10","EDU","15","Wahlkreis XV, Winterthur-Land","347","2.75","0.62","0","50","2.75","0.62","2.13","2.13"
"Stadel","100","1","SVP","18","Wahlkreis XVIII, Dielsdorf","2619","47.43","-5.87","75","238","47.43","-5.87","53.29","53.29"
"Stadel","100","2","SP","18","Wahlkreis XVIII, Dielsdorf","457","8.28","-0.49","6","42","8.28","-0.49","8.76","8.76"
"Stadel","100","3","FDP","18","Wahlkreis XVIII, Dielsdorf","694","12.57","1.03","10","63","12.57","1.03","11.54","11.54"
"Stadel","100","4","GLP","18","Wahlkreis XVIII, Dielsdorf","436","7.9","4.74","12","40","7.9","4.74","3.16","3.16"
"Stadel","100","5","Grüne","18","Wahlkreis XVIII, Dielsdorf","723","13.09","3.19","2","66","13.09","3.19","9.9","9.9"
"Stadel","100","6","CVP","18","Wahlkreis XVIII, Dielsdorf","113","2.05","0.66","0","10","2.05","0.66","1.39","1.39"
"Stadel","100","7","EVP","18","Wahlkreis XVIII, Dielsdorf","70","1.27","-0.83","3","6","1.27","-0.83","2.1","2.1"
"Stadel","100","8","AL","18","Wahlkreis XVIII, Dielsdorf","18","0.33","-0.02","0","2","0.33","-0.02","0.35","0.35"
"Stadel","100","9","BDP","18","Wahlkreis XVIII, Dielsdorf","66","1.2","-0.94","0","6","1.2","-0.94","2.14","2.14"
"Stadel","100","10","EDU","18","Wahlkreis XVIII, Dielsdorf","326","5.9","-1.32","1","30","5.9","-1.32","7.22","7.22"
"Stallikon","13","1","SVP","8","Wahlkreis VIII, Affoltern","1311","29.85","-6.47","28","219","29.85","-6.47","36.32","36.32"
"Stallikon","13","2","SP","8","Wahlkreis VIII, Affoltern","793","18.06","-0.11","0","132","18.06","-0.11","18.17","18.17"
"Stallikon","13","3","FDP","8","Wahlkreis VIII, Affoltern","804","18.31","-6.24","4","134","18.31","-6.24","24.55","24.55"
"Stallikon","13","4","GLP","8","Wahlkreis VIII, Affoltern","675","15.37","7.79","6","113","15.37","7.79","7.58","7.58"
"Stallikon","13","5","Grüne","8","Wahlkreis VIII, Affoltern","411","9.36","5.45","3","69","9.36","5.45","3.91","3.91"
"Stallikon","13","6","CVP","8","Wahlkreis VIII, Affoltern","144","3.28","-0.21","0","24","3.28","-0.21","3.49","3.49"
"Stallikon","13","7","EVP","8","Wahlkreis VIII, Affoltern","143","3.26","-0.03","0","24","3.26","-0.03","3.28","3.28"
"Stallikon","13","8","AL","8","Wahlkreis VIII, Affoltern","25","0.57","-0.29","0","4","0.57","-0.29","0.86","0.86"
"Stallikon","13","9","BDP","8","Wahlkreis VIII, Affoltern","47","1.07","1.07","0","8","1.07","1.07","",""
"Stallikon","13","10","EDU","8","Wahlkreis VIII, Affoltern","39","0.89","-0.22","0","7","0.89","-0.22","1.11","1.11"
"Stammheim","292","1","SVP","16","Wahlkreis XVI, Andelfingen","1151","34.42","-3.54","22","288","34.42","-3.54","37.96","37.96"
"Stammheim","292","2","SP","16","Wahlkreis XVI, Andelfingen","317","9.48","1.38","1","79","9.48","1.38","8.1","8.1"
"Stammheim","292","3","FDP","16","Wahlkreis XVI, Andelfingen","799","23.89","-5.99","13","200","23.89","-5.99","29.89","29.89"
"Stammheim","292","4","GLP","16","Wahlkreis XVI, Andelfingen","273","8.16","4.29","0","68","8.16","4.29","3.88","3.88"
"Stammheim","292","5","Grüne","16","Wahlkreis XVI, Andelfingen","446","13.34","3.57","0","112","13.34","3.57","9.77","9.77"
"Stammheim","292","6","CVP","16","Wahlkreis XVI, Andelfingen","20","0.6","-0.11","0","5","0.6","-0.11","0.71","0.71"
"Stammheim","292","7","EVP","16","Wahlkreis XVI, Andelfingen","100","2.99","0.17","0","25","2.99","0.17","2.82","2.82"
"Stammheim","292","8","AL","16","Wahlkreis XVI, Andelfingen","13","0.39","-0.53","2","3","0.39","-0.53","0.92","0.92"
"Stammheim","292","9","BDP","16","Wahlkreis XVI, Andelfingen","139","4.16","0.81","3","35","4.16","0.81","3.35","3.35"
"Stammheim","292","10","EDU","16","Wahlkreis XVI, Andelfingen","86","2.57","-0.04","1","22","2.57","-0.04","2.61","2.61"
"Steinmaur","101","1","SVP","18","Wahlkreis XVIII, Dielsdorf","2641","30.7","-3.56","22","240","30.7","-3.56","34.26","34.26"
"Steinmaur","101","2","SP","18","Wahlkreis XVIII, Dielsdorf","562","6.53","-3.99","0","51","6.53","-3.99","10.52","10.52"
"Steinmaur","101","3","FDP","18","Wahlkreis XVIII, Dielsdorf","1343","15.61","0.27","65","122","15.61","0.27","15.34","15.34"
"Steinmaur","101","4","GLP","18","Wahlkreis XVIII, Dielsdorf","912","10.6","4.43","6","83","10.6","4.43","6.17","6.17"
"Steinmaur","101","5","Grüne","18","Wahlkreis XVIII, Dielsdorf","1455","16.91","4.65","17","132","16.91","4.65","12.27","12.27"
"Steinmaur","101","6","CVP","18","Wahlkreis XVIII, Dielsdorf","232","2.7","0.72","0","21","2.7","0.72","1.98","1.98"
"Steinmaur","101","7","EVP","18","Wahlkreis XVIII, Dielsdorf","295","3.43","1.41","0","27","3.43","1.41","2.02","2.02"
"Steinmaur","101","8","AL","18","Wahlkreis XVIII, Dielsdorf","24","0.28","0.21","0","2","0.28","0.21","0.07","0.07"
"Steinmaur","101","9","BDP","18","Wahlkreis XVIII, Dielsdorf","93","1.08","-0.25","11","8","1.08","-0.25","1.33","1.33"
"Steinmaur","101","10","EDU","18","Wahlkreis XVIII, Dielsdorf","1045","12.15","-3.5","11","95","12.15","-3.5","15.65","15.65"
"Stäfa","158","1","SVP","10","Wahlkreis X, Meilen","11055","23.93","-3.99","138","921","23.93","-3.99","27.93","27.93"
"Stäfa","158","2","SP","10","Wahlkreis X, Meilen","9553","20.68","0.69","125","796","20.68","0.69","19.99","19.99"
"Stäfa","158","3","FDP","10","Wahlkreis X, Meilen","8550","18.51","-3.23","160","713","18.51","-3.23","21.74","21.74"
"Stäfa","158","4","GLP","10","Wahlkreis X, Meilen","7070","15.31","4.32","75","589","15.31","4.32","10.99","10.99"
"Stäfa","158","5","Grüne","10","Wahlkreis X, Meilen","4653","10.07","4.85","18","388","10.07","4.85","5.23","5.23"
"Stäfa","158","6","CVP","10","Wahlkreis X, Meilen","1839","3.98","-0.54","50","153","3.98","-0.54","4.52","4.52"
"Stäfa","158","7","EVP","10","Wahlkreis X, Meilen","1340","2.9","0.59","9","112","2.9","0.59","2.31","2.31"
"Stäfa","158","8","AL","10","Wahlkreis X, Meilen","533","1.15","0.39","2","44","1.15","0.39","0.77","0.77"
"Stäfa","158","9","BDP","10","Wahlkreis X, Meilen","402","0.87","-1.14","5","34","0.87","-1.14","2.01","2.01"
"Stäfa","158","10","EDU","10","Wahlkreis X, Meilen","1193","2.58","-1.93","2","99","2.58","-1.93","4.52","4.52"
"Thalheim an der Thur","39","1","SVP","16","Wahlkreis XVI, Andelfingen","417","49.88","-7.83","0","104","49.88","-7.83","57.71","57.71"
"Thalheim an der Thur","39","2","SP","16","Wahlkreis XVI, Andelfingen","89","10.65","3.77","0","22","10.65","3.77","6.88","6.88"
"Thalheim an der Thur","39","3","FDP","16","Wahlkreis XVI, Andelfingen","117","14","1.7","1","29","14","1.7","12.29","12.29"
"Thalheim an der Thur","39","4","GLP","16","Wahlkreis XVI, Andelfingen","38","4.55","1.32","0","10","4.55","1.32","3.23","3.23"
"Thalheim an der Thur","39","5","Grüne","16","Wahlkreis XVI, Andelfingen","69","8.25","0.86","2","17","8.25","0.86","7.4","7.4"
"Thalheim an der Thur","39","6","CVP","16","Wahlkreis XVI, Andelfingen","9","1.08","0.76","0","2","1.08","0.76","0.31","0.31"
"Thalheim an der Thur","39","7","EVP","16","Wahlkreis XVI, Andelfingen","37","4.43","-0.78","0","9","4.43","-0.78","5.21","5.21"
"Thalheim an der Thur","39","8","AL","16","Wahlkreis XVI, Andelfingen","6","0.72","0.51","0","2","0.72","0.51","0.21","0.21"
"Thalheim an der Thur","39","9","BDP","16","Wahlkreis XVI, Andelfingen","35","4.19","-0.29","0","9","4.19","-0.29","4.48","4.48"
"Thalheim an der Thur","39","10","EDU","16","Wahlkreis XVI, Andelfingen","19","2.27","-0.02","0","5","2.27","-0.02","2.29","2.29"
"Thalwil","141","1","SVP","9","Wahlkreis IX, Horgen","10486","18.98","-4.8","257","699","18.98","-4.8","23.78","23.78"
"Thalwil","141","2","SP","9","Wahlkreis IX, Horgen","9388","16.99","-0.88","119","626","16.99","-0.88","17.87","17.87"
"Thalwil","141","3","FDP","9","Wahlkreis IX, Horgen","13319","24.11","-1.24","237","888","24.11","-1.24","25.35","25.35"
"Thalwil","141","4","GLP","9","Wahlkreis IX, Horgen","7947","14.39","4.34","93","530","14.39","4.34","10.04","10.04"
"Thalwil","141","5","Grüne","9","Wahlkreis IX, Horgen","5567","10.08","4.6","54","371","10.08","4.6","5.48","5.48"
"Thalwil","141","6","CVP","9","Wahlkreis IX, Horgen","3732","6.76","-0.13","32","249","6.76","-0.13","6.89","6.89"
"Thalwil","141","7","EVP","9","Wahlkreis IX, Horgen","2561","4.64","0.61","67","171","4.64","0.61","4.02","4.02"
"Thalwil","141","8","AL","9","Wahlkreis IX, Horgen","1010","1.83","-0.12","35","67","1.83","-0.12","1.95","1.95"
