"Gemeindenamen","BFS-Nr.","Listen-Nr.","Liste","Wahlkreis-Nr.","Wahlkreis","Stimmen","Stimmenanteil","+/- (Stimmenanteil)","Stimmenzusatz","Wähler","Wähleranteil","+/- (Wähleranteil)","Stimmenanteil 2015","Wähleranteil 2015"
"Trüllikon","40","4","GLP","16","Wahlkreis XVI, Andelfingen","71","5.28","0.65","1","18","5.28","0.65","4.63","4.63"
"Trüllikon","40","5","Grüne","16","Wahlkreis XVI, Andelfingen","110","8.18","-1.96","0","28","8.18","-1.96","10.14","10.14"
"Trüllikon","40","6","CVP","16","Wahlkreis XVI, Andelfingen","9","0.67","-0.21","0","2","0.67","-0.21","0.88","0.88"
"Trüllikon","40","7","EVP","16","Wahlkreis XVI, Andelfingen","15","1.12","-0.64","0","4","1.12","-0.64","1.76","1.76"
"Trüllikon","40","8","AL","16","Wahlkreis XVI, Andelfingen","20","1.49","0.29","0","5","1.49","0.29","1.2","1.2"
"Trüllikon","40","9","BDP","16","Wahlkreis XVI, Andelfingen","196","14.58","6.84","5","49","14.58","6.84","7.75","7.75"
"Trüllikon","40","10","EDU","16","Wahlkreis XVI, Andelfingen","27","2.01","-1.19","0","7","2.01","-1.19","3.19","3.19"
"Turbenthal","228","1","SVP","15","Wahlkreis XV, Winterthur-Land","2430","34.58","-4.74","35","347","34.58","-4.74","39.32","39.32"
"Turbenthal","228","2","SP","15","Wahlkreis XV, Winterthur-Land","997","14.19","-3.09","11","142","14.19","-3.09","17.28","17.28"
"Turbenthal","228","3","FDP","15","Wahlkreis XV, Winterthur-Land","965","13.73","5.1","69","138","13.73","5.1","8.63","8.63"
"Turbenthal","228","4","GLP","15","Wahlkreis XV, Winterthur-Land","644","9.16","4.66","12","92","9.16","4.66","4.5","4.5"
"Turbenthal","228","5","Grüne","15","Wahlkreis XV, Winterthur-Land","739","10.52","1.66","5","106","10.52","1.66","8.86","8.86"
"Turbenthal","228","6","CVP","15","Wahlkreis XV, Winterthur-Land","89","1.27","-0.18","0","13","1.27","-0.18","1.44","1.44"
"Turbenthal","228","7","EVP","15","Wahlkreis XV, Winterthur-Land","755","10.74","0.38","5","108","10.74","0.38","10.36","10.36"
"Turbenthal","228","8","AL","15","Wahlkreis XV, Winterthur-Land","65","0.92","0.33","1","9","0.92","0.33","0.59","0.59"
"Turbenthal","228","9","BDP","15","Wahlkreis XV, Winterthur-Land","93","1.32","-2.46","2","13","1.32","-2.46","3.78","3.78"
"Turbenthal","228","10","EDU","15","Wahlkreis XV, Winterthur-Land","251","3.57","-0.96","0","36","3.57","-0.96","4.53","4.53"
"Uetikon am See","159","1","SVP","10","Wahlkreis X, Meilen","5208","26.37","-4.64","95","434","26.37","-4.64","31","31"
"Uetikon am See","159","2","SP","10","Wahlkreis X, Meilen","3337","16.89","-0.03","44","278","16.89","-0.03","16.93","16.93"
"Uetikon am See","159","3","FDP","10","Wahlkreis X, Meilen","4421","22.38","-2.05","63","368","22.38","-2.05","24.43","24.43"
"Uetikon am See","159","4","GLP","10","Wahlkreis X, Meilen","2484","12.58","5.28","23","207","12.58","5.28","7.3","7.3"
"Uetikon am See","159","5","Grüne","10","Wahlkreis X, Meilen","1650","8.35","3.11","9","138","8.35","3.11","5.24","5.24"
"Uetikon am See","159","6","CVP","10","Wahlkreis X, Meilen","855","4.33","-0.18","27","71","4.33","-0.18","4.51","4.51"
"Uetikon am See","159","7","EVP","10","Wahlkreis X, Meilen","760","3.85","1.02","6","63","3.85","1.02","2.83","2.83"
"Uetikon am See","159","8","AL","10","Wahlkreis X, Meilen","206","1.04","-0.13","1","17","1.04","-0.13","1.18","1.18"
"Uetikon am See","159","9","BDP","10","Wahlkreis X, Meilen","391","1.98","-1.78","3","33","1.98","-1.78","3.76","3.76"
"Uetikon am See","159","10","EDU","10","Wahlkreis X, Meilen","440","2.23","-0.6","1","37","2.23","-0.6","2.83","2.83"
"Uitikon","248","1","SVP","7","Wahlkreis VII, Dietikon","3402","26.5","-3.82","22","309","26.5","-3.82","30.32","30.32"
"Uitikon","248","2","SP","7","Wahlkreis VII, Dietikon","1008","7.85","-1.05","10","92","7.85","-1.05","8.9","8.9"
"Uitikon","248","3","FDP","7","Wahlkreis VII, Dietikon","4310","33.57","-6.5","79","392","33.57","-6.5","40.07","40.07"
"Uitikon","248","4","GLP","7","Wahlkreis VII, Dietikon","2136","16.64","9.23","11","194","16.64","9.23","7.41","7.41"
"Uitikon","248","5","Grüne","7","Wahlkreis VII, Dietikon","625","4.87","1.49","3","57","4.87","1.49","3.38","3.38"
"Uitikon","248","6","CVP","7","Wahlkreis VII, Dietikon","770","6","1.43","3","70","6","1.43","4.57","4.57"
"Uitikon","248","7","EVP","7","Wahlkreis VII, Dietikon","140","1.09","0","0","13","1.09","0","1.09","1.09"
"Uitikon","248","8","AL","7","Wahlkreis VII, Dietikon","125","0.97","0.29","0","11","0.97","0.29","0.68","0.68"
"Uitikon","248","9","BDP","7","Wahlkreis VII, Dietikon","120","0.93","-0.62","0","11","0.93","-0.62","1.55","1.55"
"Uitikon","248","10","EDU","7","Wahlkreis VII, Dietikon","201","1.57","0","0","18","1.57","0","1.57","1.57"
"Unterengstringen","249","1","SVP","7","Wahlkreis VII, Dietikon","2529","32.8","-14.03","44","230","32.8","-14.03","46.83","46.83"
"Unterengstringen","249","2","SP","7","Wahlkreis VII, Dietikon","883","11.45","1.28","11","80","11.45","1.28","10.17","10.17"
"Unterengstringen","249","3","FDP","7","Wahlkreis VII, Dietikon","2311","29.97","3.09","34","210","29.97","3.09","26.88","26.88"
"Unterengstringen","249","4","GLP","7","Wahlkreis VII, Dietikon","846","10.97","7.7","13","77","10.97","7.7","3.27","3.27"
"Unterengstringen","249","5","Grüne","7","Wahlkreis VII, Dietikon","305","3.96","2.15","1","28","3.96","2.15","1.81","1.81"
"Unterengstringen","249","6","CVP","7","Wahlkreis VII, Dietikon","407","5.28","0.01","11","37","5.28","0.01","5.26","5.26"
"Unterengstringen","249","7","EVP","7","Wahlkreis VII, Dietikon","177","2.3","-0.95","0","16","2.3","-0.95","3.25","3.25"
"Unterengstringen","249","8","AL","7","Wahlkreis VII, Dietikon","105","1.36","1.11","0","10","1.36","1.11","0.25","0.25"
"Unterengstringen","249","9","BDP","7","Wahlkreis VII, Dietikon","84","1.09","-0.14","2","8","1.09","-0.14","1.23","1.23"
"Unterengstringen","249","10","EDU","7","Wahlkreis VII, Dietikon","64","0.83","-0.17","0","6","0.83","-0.17","1","1"
"Urdorf","250","1","SVP","7","Wahlkreis VII, Dietikon","5237","26.9","-7.98","40","476","26.9","-7.98","34.88","34.88"
"Urdorf","250","2","SP","7","Wahlkreis VII, Dietikon","4360","22.39","0.21","86","396","22.39","0.21","22.19","22.19"
"Urdorf","250","3","FDP","7","Wahlkreis VII, Dietikon","2832","14.55","-0.78","118","257","14.55","-0.78","15.32","15.32"
"Urdorf","250","4","GLP","7","Wahlkreis VII, Dietikon","2429","12.48","6.4","37","221","12.48","6.4","6.07","6.07"
"Urdorf","250","5","Grüne","7","Wahlkreis VII, Dietikon","1149","5.9","2.29","7","104","5.9","2.29","3.61","3.61"
"Urdorf","250","6","CVP","7","Wahlkreis VII, Dietikon","1627","8.36","-0.44","35","148","8.36","-0.44","8.8","8.8"
"Urdorf","250","7","EVP","7","Wahlkreis VII, Dietikon","1015","5.21","0","18","92","5.21","0","5.21","5.21"
"Urdorf","250","8","AL","7","Wahlkreis VII, Dietikon","195","1","0.34","0","18","1","0.34","0.66","0.66"
"Urdorf","250","9","BDP","7","Wahlkreis VII, Dietikon","424","2.18","-0.22","10","39","2.18","-0.22","2.4","2.4"
"Urdorf","250","10","EDU","7","Wahlkreis VII, Dietikon","202","1.04","0.62","4","18","1.04","0.62","0.41","0.41"
"Uster","198","1","SVP","12","Wahlkreis XII, Uster","25577","21.62","-5.75","297","1599","21.62","-5.75","27.37","27.37"
"Uster","198","2","SP","12","Wahlkreis XII, Uster","25097","21.22","-0.95","193","1569","21.22","-0.95","22.16","22.16"
"Uster","198","3","FDP","12","Wahlkreis XII, Uster","14279","12.07","-0.64","179","892","12.07","-0.64","12.72","12.72"
"Uster","198","4","GLP","12","Wahlkreis XII, Uster","17982","15.2","5.41","146","1124","15.2","5.41","9.8","9.8"
"Uster","198","5","Grüne","12","Wahlkreis XII, Uster","17026","14.39","5.85","93","1064","14.39","5.85","8.54","8.54"
"Uster","198","6","CVP","12","Wahlkreis XII, Uster","3661","3.09","-0.48","30","229","3.09","-0.48","3.58","3.58"
"Uster","198","7","EVP","12","Wahlkreis XII, Uster","5607","4.74","0.29","22","350","4.74","0.29","4.45","4.45"
"Uster","198","8","AL","12","Wahlkreis XII, Uster","2536","2.14","0.04","7","159","2.14","0.04","2.1","2.1"
"Uster","198","9","BDP","12","Wahlkreis XII, Uster","3218","2.72","-2.08","27","201","2.72","-2.08","4.8","4.8"
"Uster","198","10","EDU","12","Wahlkreis XII, Uster","3305","2.79","-0.16","28","207","2.79","-0.16","2.95","2.95"
"Volken","43","1","SVP","16","Wahlkreis XVI, Andelfingen","162","38.57","-8.3","2","41","38.57","-8.3","46.88","46.88"
"Volken","43","2","SP","16","Wahlkreis XVI, Andelfingen","25","5.95","1.53","0","6","5.95","1.53","4.43","4.43"
"Volken","43","3","FDP","16","Wahlkreis XVI, Andelfingen","134","31.9","5.08","12","34","31.9","5.08","26.82","26.82"
"Volken","43","4","GLP","16","Wahlkreis XVI, Andelfingen","32","7.62","4.75","0","8","7.62","4.75","2.86","2.86"
"Volken","43","5","Grüne","16","Wahlkreis XVI, Andelfingen","27","6.43","2.26","0","7","6.43","2.26","4.17","4.17"
"Volken","43","6","CVP","16","Wahlkreis XVI, Andelfingen","0","0","-0.52","0","0","0","-0.52","0.52","0.52"
"Volken","43","7","EVP","16","Wahlkreis XVI, Andelfingen","23","5.48","2.87","0","6","5.48","2.87","2.6","2.6"
"Volken","43","8","AL","16","Wahlkreis XVI, Andelfingen","1","0.24","-0.02","0","0","0.24","-0.02","0.26","0.26"
"Volken","43","9","BDP","16","Wahlkreis XVI, Andelfingen","10","2.38","-2.57","0","3","2.38","-2.57","4.95","4.95"
"Volken","43","10","EDU","16","Wahlkreis XVI, Andelfingen","6","1.43","-5.08","0","2","1.43","-5.08","6.51","6.51"
"Volketswil","199","1","SVP","12","Wahlkreis XII, Uster","17205","36.01","-9.37","312","1075","36.01","-9.37","45.38","45.38"
"Volketswil","199","2","SP","12","Wahlkreis XII, Uster","5884","12.32","-1.11","61","368","12.32","-1.11","13.43","13.43"
"Volketswil","199","3","FDP","12","Wahlkreis XII, Uster","6327","13.24","0.94","318","395","13.24","0.94","12.3","12.3"
"Volketswil","199","4","GLP","12","Wahlkreis XII, Uster","6506","13.62","6.46","130","407","13.62","6.46","7.15","7.15"
"Volketswil","199","5","Grüne","12","Wahlkreis XII, Uster","2805","5.87","2.85","27","175","5.87","2.85","3.02","3.02"
"Volketswil","199","6","CVP","12","Wahlkreis XII, Uster","5027","10.52","3.77","126","314","10.52","3.77","6.76","6.76"
"Volketswil","199","7","EVP","12","Wahlkreis XII, Uster","626","1.31","-0.64","18","39","1.31","-0.64","1.95","1.95"
"Volketswil","199","8","AL","12","Wahlkreis XII, Uster","405","0.85","0.45","9","25","0.85","0.45","0.4","0.4"
"Volketswil","199","9","BDP","12","Wahlkreis XII, Uster","1776","3.72","-2.57","35","111","3.72","-2.57","6.29","6.29"
"Volketswil","199","10","EDU","12","Wahlkreis XII, Uster","1215","2.54","0.12","7","76","2.54","0.12","2.42","2.42"
"Wald","120","1","SVP","11","Wahlkreis XI, Hinwil","6370","33.45","-5.1","209","579","33.45","-5.1","38.55","38.55"
"Wald","120","2","SP","11","Wahlkreis XI, Hinwil","2799","14.7","-2.45","14","254","14.7","-2.45","17.15","17.15"
"Wald","120","3","FDP","11","Wahlkreis XI, Hinwil","1913","10.05","-2.23","21","174","10.05","-2.23","12.27","12.27"
"Wald","120","4","GLP","11","Wahlkreis XI, Hinwil","1752","9.2","3.77","36","159","9.2","3.77","5.43","5.43"
"Wald","120","5","Grüne","11","Wahlkreis XI, Hinwil","3171","16.65","6.79","29","288","16.65","6.79","9.87","9.87"
"Wald","120","6","CVP","11","Wahlkreis XI, Hinwil","876","4.6","-0.35","21","80","4.6","-0.35","4.95","4.95"
"Wald","120","7","EVP","11","Wahlkreis XI, Hinwil","655","3.44","0.51","11","60","3.44","0.51","2.93","2.93"
"Wald","120","8","AL","11","Wahlkreis XI, Hinwil","358","1.88","0.41","12","33","1.88","0.41","1.47","1.47"
"Wald","120","9","BDP","11","Wahlkreis XI, Hinwil","400","2.1","-1.26","20","36","2.1","-1.26","3.36","3.36"
"Wald","120","10","EDU","11","Wahlkreis XI, Hinwil","747","3.92","-0.1","6","68","3.92","-0.1","4.02","4.02"
"Wallisellen","69","1","SVP","17","Wahlkreis XVII, Bülach","11452","24.26","-7.03","275","636","24.26","-7.03","31.29","31.29"
"Wallisellen","69","2","SP","17","Wahlkreis XVII, Bülach","8479","17.97","-1.5","181","471","17.97","-1.5","19.47","19.47"
"Wallisellen","69","3","FDP","17","Wahlkreis XVII, Bülach","10597","22.45","-1.53","423","589","22.45","-1.53","23.99","23.99"
"Wallisellen","69","4","GLP","17","Wahlkreis XVII, Bülach","6044","12.81","6.84","94","336","12.81","6.84","5.96","5.96"
"Wallisellen","69","5","Grüne","17","Wahlkreis XVII, Bülach","3926","8.32","3.46","49","218","8.32","3.46","4.86","4.86"
"Wallisellen","69","6","CVP","17","Wahlkreis XVII, Bülach","1834","3.89","-0.74","15","102","3.89","-0.74","4.62","4.62"
"Wallisellen","69","7","EVP","17","Wahlkreis XVII, Bülach","1230","2.61","0.12","8","68","2.61","0.12","2.48","2.48"
"Wallisellen","69","8","AL","17","Wahlkreis XVII, Bülach","558","1.18","0.62","7","31","1.18","0.62","0.56","0.56"
"Wallisellen","69","9","BDP","17","Wahlkreis XVII, Bülach","1457","3.09","-1.72","41","81","3.09","-1.72","4.8","4.8"
"Wallisellen","69","10","EDU","17","Wahlkreis XVII, Bülach","1619","3.43","1.77","9","90","3.43","1.77","1.66","1.66"
"Wangen-Brüttisellen","200","1","SVP","12","Wahlkreis XII, Uster","5968","32.43","-11.61","113","373","32.43","-11.61","44.05","44.05"
"Wangen-Brüttisellen","200","2","SP","12","Wahlkreis XII, Uster","2589","14.07","-2.22","25","162","14.07","-2.22","16.29","16.29"
"Wangen-Brüttisellen","200","3","FDP","12","Wahlkreis XII, Uster","3484","18.93","4.13","114","218","18.93","4.13","14.8","14.8"
"Wangen-Brüttisellen","200","4","GLP","12","Wahlkreis XII, Uster","2609","14.18","6.18","13","163","14.18","6.18","8","8"
"Wangen-Brüttisellen","200","5","Grüne","12","Wahlkreis XII, Uster","1443","7.84","5.27","20","90","7.84","5.27","2.57","2.57"
"Wangen-Brüttisellen","200","6","CVP","12","Wahlkreis XII, Uster","587","3.19","0.69","4","37","3.19","0.69","2.5","2.5"
"Wangen-Brüttisellen","200","7","EVP","12","Wahlkreis XII, Uster","405","2.2","0.58","10","25","2.2","0.58","1.62","1.62"
"Wangen-Brüttisellen","200","8","AL","12","Wahlkreis XII, Uster","196","1.07","0.16","11","12","1.07","0.16","0.9","0.9"
"Wangen-Brüttisellen","200","9","BDP","12","Wahlkreis XII, Uster","577","3.14","-2.75","7","36","3.14","-2.75","5.88","5.88"
"Wangen-Brüttisellen","200","10","EDU","12","Wahlkreis XII, Uster","542","2.95","0.67","0","34","2.95","0.67","2.28","2.28"
"Wasterkingen","70","1","SVP","17","Wahlkreis XVII, Bülach","1104","44.44","-2.05","1","61","44.44","-2.05","46.49","46.49"
"Wasterkingen","70","2","SP","17","Wahlkreis XVII, Bülach","398","16.02","-3.52","0","22","16.02","-3.52","19.54","19.54"
"Wasterkingen","70","3","FDP","17","Wahlkreis XVII, Bülach","193","7.77","-4.41","2","11","7.77","-4.41","12.18","12.18"
"Wasterkingen","70","4","GLP","17","Wahlkreis XVII, Bülach","290","11.67","7.08","1","16","11.67","7.08","4.59","4.59"
"Wasterkingen","70","5","Grüne","17","Wahlkreis XVII, Bülach","204","8.21","2.56","0","11","8.21","2.56","5.65","5.65"
"Wasterkingen","70","6","CVP","17","Wahlkreis XVII, Bülach","41","1.65","0.02","0","2","1.65","0.02","1.63","1.63"
"Wasterkingen","70","7","EVP","17","Wahlkreis XVII, Bülach","50","2.01","-0.3","0","3","2.01","-0.3","2.31","2.31"
"Wasterkingen","70","8","AL","17","Wahlkreis XVII, Bülach","40","1.61","1.31","0","2","1.61","1.31","0.3","0.3"
"Wasterkingen","70","9","BDP","17","Wahlkreis XVII, Bülach","107","4.31","0.44","0","6","4.31","0.44","3.87","3.87"
"Wasterkingen","70","10","EDU","17","Wahlkreis XVII, Bülach","57","2.29","-1.08","1","3","2.29","-1.08","3.38","3.38"
"Weiach","102","1","SVP","18","Wahlkreis XVIII, Dielsdorf","1426","58.13","-1.64","31","130","58.13","-1.64","59.77","59.77"
"Weiach","102","2","SP","18","Wahlkreis XVIII, Dielsdorf","326","13.29","2.72","2","30","13.29","2.72","10.57","10.57"
"Weiach","102","3","FDP","18","Wahlkreis XVIII, Dielsdorf","162","6.6","0.39","0","15","6.6","0.39","6.21","6.21"
"Weiach","102","4","GLP","18","Wahlkreis XVIII, Dielsdorf","169","6.89","3.76","3","15","6.89","3.76","3.13","3.13"
"Weiach","102","5","Grüne","18","Wahlkreis XVIII, Dielsdorf","68","2.77","-1.84","2","6","2.77","-1.84","4.61","4.61"
"Weiach","102","6","CVP","18","Wahlkreis XVIII, Dielsdorf","58","2.36","0.23","1","5","2.36","0.23","2.14","2.14"
"Weiach","102","7","EVP","18","Wahlkreis XVIII, Dielsdorf","85","3.47","-2.38","0","8","3.47","-2.38","5.84","5.84"
"Weiach","102","8","AL","18","Wahlkreis XVIII, Dielsdorf","3","0.12","0.08","0","0","0.12","0.08","0.04","0.04"
"Weiach","102","9","BDP","18","Wahlkreis XVIII, Dielsdorf","95","3.87","0.75","0","9","3.87","0.75","3.13","3.13"
"Weiach","102","10","EDU","18","Wahlkreis XVIII, Dielsdorf","61","2.49","-2.08","0","6","2.49","-2.08","4.57","4.57"
"Weiningen","251","1","SVP","7","Wahlkreis VII, Dietikon","3321","37.88","-10.23","45","302","37.88","-10.23","48.11","48.11"
"Weiningen","251","2","SP","7","Wahlkreis VII, Dietikon","1165","13.29","-1.41","9","106","13.29","-1.41","14.7","14.7"
"Weiningen","251","3","FDP","7","Wahlkreis VII, Dietikon","1531","17.46","0.11","36","139","17.46","0.11","17.36","17.36"
"Weiningen","251","4","GLP","7","Wahlkreis VII, Dietikon","1078","12.3","6.53","9","98","12.3","6.53","5.76","5.76"
"Weiningen","251","5","Grüne","7","Wahlkreis VII, Dietikon","481","5.49","3.34","1","44","5.49","3.34","2.15","2.15"
"Weiningen","251","6","CVP","7","Wahlkreis VII, Dietikon","453","5.17","0.73","13","41","5.17","0.73","4.44","4.44"
"Weiningen","251","7","EVP","7","Wahlkreis VII, Dietikon","223","2.54","-0.26","18","20","2.54","-0.26","2.8","2.8"
"Weiningen","251","8","AL","7","Wahlkreis VII, Dietikon","147","1.68","0.76","0","13","1.68","0.76","0.91","0.91"
"Weiningen","251","9","BDP","7","Wahlkreis VII, Dietikon","227","2.59","0.74","0","21","2.59","0.74","1.85","1.85"
"Weiningen","251","10","EDU","7","Wahlkreis VII, Dietikon","141","1.61","0.18","7","13","1.61","0.18","1.43","1.43"
"Weisslingen","180","1","SVP","13","Wahlkreis XIII, Pfäffikon","2098","35.18","-5.04","60","300","35.18","-5.04","40.22","40.22"
"Weisslingen","180","2","SP","13","Wahlkreis XIII, Pfäffikon","684","11.47","-1.11","11","98","11.47","-1.11","12.58","12.58"
"Weisslingen","180","3","FDP","13","Wahlkreis XIII, Pfäffikon","717","12.02","-0.82","4","102","12.02","-0.82","12.84","12.84"
"Weisslingen","180","4","GLP","13","Wahlkreis XIII, Pfäffikon","940","15.76","4.69","11","134","15.76","4.69","11.07","11.07"
"Weisslingen","180","5","Grüne","13","Wahlkreis XIII, Pfäffikon","629","10.55","5.07","9","90","10.55","5.07","5.47","5.47"
"Weisslingen","180","6","CVP","13","Wahlkreis XIII, Pfäffikon","120","2.01","0.2","5","17","2.01","0.2","1.81","1.81"
"Weisslingen","180","7","EVP","13","Wahlkreis XIII, Pfäffikon","332","5.57","-1.05","1","47","5.57","-1.05","6.62","6.62"
"Weisslingen","180","8","AL","13","Wahlkreis XIII, Pfäffikon","57","0.96","0.47","1","8","0.96","0.47","0.49","0.49"
"Weisslingen","180","9","BDP","13","Wahlkreis XIII, Pfäffikon","96","1.61","-2.02","5","14","1.61","-2.02","3.63","3.63"
"Weisslingen","180","10","EDU","13","Wahlkreis XIII, Pfäffikon","291","4.88","0.2","7","42","4.88","0.2","4.68","4.68"
"Wettswil am Albis","14","1","SVP","8","Wahlkreis VIII, Affoltern","1899","24.69","-4.07","78","317","24.69","-4.07","28.76","28.76"
"Wettswil am Albis","14","2","SP","8","Wahlkreis VIII, Affoltern","1106","14.38","-1.74","11","184","14.38","-1.74","16.12","16.12"
"Wettswil am Albis","14","3","FDP","8","Wahlkreis VIII, Affoltern","2116","27.51","-1.28","72","353","27.51","-1.28","28.79","28.79"
"Wettswil am Albis","14","4","GLP","8","Wahlkreis VIII, Affoltern","1193","15.51","5.98","4","199","15.51","5.98","9.53","9.53"
"Wettswil am Albis","14","5","Grüne","8","Wahlkreis VIII, Affoltern","585","7.61","3.1","9","98","7.61","3.1","4.5","4.5"
"Wettswil am Albis","14","6","CVP","8","Wahlkreis VIII, Affoltern","321","4.17","-2.35","6","54","4.17","-2.35","6.52","6.52"
"Wettswil am Albis","14","7","EVP","8","Wahlkreis VIII, Affoltern","257","3.34","0.06","0","43","3.34","0.06","3.28","3.28"
"Wettswil am Albis","14","8","AL","8","Wahlkreis VIII, Affoltern","60","0.78","0.02","4","10","0.78","0.02","0.76","0.76"
"Wettswil am Albis","14","9","BDP","8","Wahlkreis VIII, Affoltern","70","0.91","0.91","1","12","0.91","0.91","",""
"Wettswil am Albis","14","10","EDU","8","Wahlkreis VIII, Affoltern","85","1.11","-0.09","4","14","1.11","-0.09","1.19","1.19"
"Wetzikon","121","1","SVP","11","Wahlkreis XI, Hinwil","12560","25.08","-6.38","271","1142","25.08","-6.38","31.46","31.46"
"Wetzikon","121","2","SP","11","Wahlkreis XI, Hinwil","7067","14.11","-0.1","77","642","14.11","-0.1","14.22","14.22"
"Wetzikon","121","3","FDP","11","Wahlkreis XI, Hinwil","7042","14.06","-1.91","160","640","14.06","-1.91","15.97","15.97"
"Wetzikon","121","4","GLP","11","Wahlkreis XI, Hinwil","4785","9.56","1.77","59","435","9.56","1.77","7.78","7.78"
"Wetzikon","121","5","Grüne","11","Wahlkreis XI, Hinwil","7422","14.82","6.65","56","675","14.82","6.65","8.18","8.18"
"Wetzikon","121","6","CVP","11","Wahlkreis XI, Hinwil","2535","5.06","0.5","22","230","5.06","0.5","4.56","4.56"
"Wetzikon","121","7","EVP","11","Wahlkreis XI, Hinwil","2779","5.55","-0.22","91","253","5.55","-0.22","5.77","5.77"
"Wetzikon","121","8","AL","11","Wahlkreis XI, Hinwil","1400","2.8","0.87","4","127","2.8","0.87","1.92","1.92"
"Wetzikon","121","9","BDP","11","Wahlkreis XI, Hinwil","984","1.97","-1.35","14","89","1.97","-1.35","3.32","3.32"
"Wetzikon","121","10","EDU","11","Wahlkreis XI, Hinwil","3498","6.99","0.17","11","318","6.99","0.17","6.82","6.82"
"Wiesendangen","298","1","SVP","15","Wahlkreis XV, Winterthur-Land","4552","36.21","-5.78","97","650","36.21","-5.78","41.99","41.99"
"Wiesendangen","298","2","SP","15","Wahlkreis XV, Winterthur-Land","1193","9.49","-1.76","14","170","9.49","-1.76","11.25","11.25"
"Wiesendangen","298","3","FDP","15","Wahlkreis XV, Winterthur-Land","2000","15.91","0.69","50","286","15.91","0.69","15.22","15.22"
"Wiesendangen","298","4","GLP","15","Wahlkreis XV, Winterthur-Land","1767","14.06","6.5","29","252","14.06","6.5","7.55","7.55"
"Wiesendangen","298","5","Grüne","15","Wahlkreis XV, Winterthur-Land","965","7.68","3.25","11","138","7.68","3.25","4.43","4.43"
"Wiesendangen","298","6","CVP","15","Wahlkreis XV, Winterthur-Land","700","5.57","-1.62","11","100","5.57","-1.62","7.19","7.19"
"Wiesendangen","298","7","EVP","15","Wahlkreis XV, Winterthur-Land","975","7.76","1.66","9","139","7.76","1.66","6.09","6.09"
"Wiesendangen","298","8","AL","15","Wahlkreis XV, Winterthur-Land","63","0.5","0.04","0","9","0.5","0.04","0.46","0.46"
"Wiesendangen","298","9","BDP","15","Wahlkreis XV, Winterthur-Land","150","1.19","-2.13","5","21","1.19","-2.13","3.32","3.32"
"Wiesendangen","298","10","EDU","15","Wahlkreis XV, Winterthur-Land","207","1.65","-0.42","1","30","1.65","-0.42","2.07","2.07"
"Wil","71","1","SVP","17","Wahlkreis XVII, Bülach","2820","40.8","0.74","10","157","40.8","0.74","40.06","40.06"
"Wil","71","2","SP","17","Wahlkreis XVII, Bülach","971","14.05","-0.73","8","54","14.05","-0.73","14.78","14.78"
"Wil","71","3","FDP","17","Wahlkreis XVII, Bülach","868","12.56","-3.57","1","48","12.56","-3.57","16.12","16.12"
"Wil","71","4","GLP","17","Wahlkreis XVII, Bülach","867","12.54","4.46","9","48","12.54","4.46","8.09","8.09"
"Wil","71","5","Grüne","17","Wahlkreis XVII, Bülach","640","9.26","3.18","6","36","9.26","3.18","6.08","6.08"
"Wil","71","6","CVP","17","Wahlkreis XVII, Bülach","32","0.46","-1.98","0","2","0.46","-1.98","2.45","2.45"
"Wil","71","7","EVP","17","Wahlkreis XVII, Bülach","229","3.31","0.01","0","13","3.31","0.01","3.31","3.31"
"Wil","71","8","AL","17","Wahlkreis XVII, Bülach","64","0.93","-0.14","0","4","0.93","-0.14","1.07","1.07"
"Wil","71","9","BDP","17","Wahlkreis XVII, Bülach","170","2.46","-0.49","0","9","2.46","-0.49","2.95","2.95"
"Wil","71","10","EDU","17","Wahlkreis XVII, Bülach","251","3.63","0.54","0","14","3.63","0.54","3.1","3.1"
"Wila","181","1","SVP","13","Wahlkreis XIII, Pfäffikon","1355","41.9","-10.37","29","194","41.9","-10.37","52.27","52.27"
"Wila","181","2","SP","13","Wahlkreis XIII, Pfäffikon","385","11.9","-5.97","11","55","11.9","-5.97","17.87","17.87"
"Wila","181","3","FDP","13","Wahlkreis XIII, Pfäffikon","194","6","0.71","7","28","6","0.71","5.29","5.29"
"Wila","181","4","GLP","13","Wahlkreis XIII, Pfäffikon","295","9.12","4.06","7","42","9.12","4.06","5.07","5.07"
"Wila","181","5","Grüne","13","Wahlkreis XIII, Pfäffikon","321","9.93","4.64","7","46","9.93","4.64","5.29","5.29"
"Wila","181","6","CVP","13","Wahlkreis XIII, Pfäffikon","61","1.89","0.28","6","9","1.89","0.28","1.6","1.6"
"Wila","181","7","EVP","13","Wahlkreis XIII, Pfäffikon","178","5.5","-1.14","7","25","5.5","-1.14","6.64","6.64"
"Wila","181","8","AL","13","Wahlkreis XIII, Pfäffikon","139","4.3","3.86","14","20","4.3","3.86","0.44","0.44"
"Wila","181","9","BDP","13","Wahlkreis XIII, Pfäffikon","115","3.56","0.16","19","16","3.56","0.16","3.4","3.4"
"Wila","181","10","EDU","13","Wahlkreis XIII, Pfäffikon","191","5.91","3.77","7","27","5.91","3.77","2.14","2.14"
"Wildberg","182","1","SVP","13","Wahlkreis XIII, Pfäffikon","976","46.63","-6.06","10","139","46.63","-6.06","52.69","52.69"
"Wildberg","182","2","SP","13","Wahlkreis XIII, Pfäffikon","225","10.75","-1.97","2","32","10.75","-1.97","12.72","12.72"
